business_name,city,county,state,latitude,longitude,location_type,partial_match
Sodalis Tampa,Tampa,Hillsborough,florida,28.0875928,-82.4905223,ROOFTOP,True
Sofia Home Health Care,Biscayne Park,Miami-Dade,florida,25.8825951,-80.18060249999999,APPROXIMATE,True
Sol Assisted Living Facility Ii,Miami,Miami-Dade,florida,25.7450574,-80.41758159999999,ROOFTOP,True
Sol Assisted Living Facility,Miami,Miami-Dade,florida,25.7450574,-80.41758159999999,ROOFTOP,True
Sol Naciente Home,Miami,Miami-Dade,florida,25.7670682,-80.19284909999999,ROOFTOP,True
Sol Radiante,Homestead,Miami-Dade,florida,25.4939664,-80.4362711,ROOFTOP,True
Sol Y Angel Alf,Miami Lakes,Miami-Dade,florida,25.9087056,-80.30866189999999,APPROXIMATE,True
Sol Y Mar Alf,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Solaris Senior Living Merritt Island,Merritt Island,Brevard,florida,28.3880918,-80.70922019999999,ROOFTOP,True
Solaris Senior Living North Naples,Naples,Collier,florida,26.2716734,-81.7805028,ROOFTOP,True
Solaris Senior Living Stuart,Stuart,Martin,florida,27.1784376,-80.24099629999999,ROOFTOP,True
Solaris Senior Living Vero Beach,Vero Beach,Indian River,florida,27.6630784,-80.3904127,ROOFTOP,True
Solutions Home Care Services Ii,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Solutions Home Care Services,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Some Place Like Home.,Jacksonville,Duval,florida,30.2667139,-81.7015863,ROOFTOP,True
Some Place Like Home. #2,Jacksonville,Duval,florida,30.2667139,-81.7015863,ROOFTOP,True
Some Place Like Home. #3,Jacksonville,Duval,florida,30.2667139,-81.7015863,ROOFTOP,True
Somerby Lake Nona,Orlando,Orange,florida,28.4249246,-81.2538192,ROOFTOP,True
Somerby Santa Rosa Beach,Santa Rosa Beach,Walton,florida,30.3785199,-86.28699329999999,ROOFTOP,True
Somerset,Tavares,Lake,florida,28.8177531,-81.7024787,ROOFTOP,True
Somerset Community Assisted Living And Memory Care,Zephyrhills,Pasco,florida,28.209481,-82.2415661,ROOFTOP,True
Somerset House,Vero Beach,Indian River,florida,27.6780112,-80.40053139999999,ROOFTOP,True
Sonata Boca Raton,Boca Raton,Palm Beach,florida,26.394881,-80.19626769999999,ROOFTOP,True
Sonata Boynton Beach,Boynton Beach,Palm Beach,florida,26.506371,-80.08941569999999,ROOFTOP,True
Sonata Coconut Creek,Coconut Creek,Broward,florida,26.275165,-80.18162,ROOFTOP,True
Sonata Delray Beach,Delray Beach,Palm Beach,florida,26.4522156,-80.1720741,ROOFTOP,True
Sonata East At Viera,Melbourne,Brevard,florida,28.2562073,-80.7408325,ROOFTOP,True
Sonata Hunter'S Creek,Kissimmee,Osceola,florida,28.337745,-81.420818,ROOFTOP,True
Sonata Lake Mary,Lake Mary,Seminole,florida,28.7686897,-81.3554071,ROOFTOP,True
Sonata Vero Beach,Vero Beach,Indian River,florida,27.6380002,-80.4099299,ROOFTOP,True
Sonata Viera,Melbourne,Brevard,florida,28.2578708,-80.7450661,ROOFTOP,True
Sophia Home Care,Miami,Miami-Dade,florida,25.7693643,-80.2869094,ROOFTOP,True
South Deering Retirement Home.,Miami,Miami-Dade,florida,25.76177,-80.1941228,ROOFTOP,True
South Florida Senior Care,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
South Floridian Village Corp.,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
South Miami Senior Care,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
South Oaks Assisted Living Home,Miramar,Broward,florida,25.9860762,-80.30356019999999,APPROXIMATE,True
Southern Home Care Mgmt,Orlando,Orange,florida,28.5728223,-81.3896444,ROOFTOP,True
Southern Live-In,Brandon,Hillsborough,florida,27.937801,-82.2859247,APPROXIMATE,True
Southern Living For Seniors,Madison,Madison,florida,27.6648274,-81.5157535,APPROXIMATE,True
Southern Living Of Titusville,Titusville,Brevard,florida,28.6122187,-80.8075537,APPROXIMATE,True
Southern Palms,Spring Hill,Hernando,florida,28.4831682,-82.5369872,APPROXIMATE,True
Space Coast Assisted Living,Titusville,Brevard,florida,28.5436252,-80.8093406,ROOFTOP,True
Specially Fit Foundation,Dover,Hillsborough,florida,27.9941885,-82.2195344,APPROXIMATE,True
Specially Fit Foundation Corporation,Riverview,Hillsborough,florida,27.9124575,-82.34709339999999,ROOFTOP,True
Specially Fit Foundation Corporation,Tampa,Hillsborough,florida,27.9658503,-82.54933869999999,ROOFTOP,True
Specialty Care Services,Ocala,Marion,florida,29.2048186,-82.180695,GEOMETRIC_CENTER,True
Splendid Care Assisted Living,Gainesville,Alachua,florida,29.6435625,-82.3108376,ROOFTOP,True
Spring Gardens Of Fleming Island,Fleming Island,Clay,florida,30.066354,-81.7013983,ROOFTOP,True
Spring Haven Senior Living,Winter Haven,Polk,florida,28.0458374,-81.7412033,ROOFTOP,True
Spring Hills Assisted Living Facility,Vero Beach,Indian River,florida,27.6370215,-80.40771389999999,ROOFTOP,True
Spring Hills Hunter'S Creek,Orlando,Orange,florida,28.3642862,-81.4221276,ROOFTOP,True
Spring Hills Lake Mary,Lake Mary,Seminole,florida,28.7553989,-81.3424151,ROOFTOP,True
Spring Manor Assisted Living.,Coral Springs,Broward,florida,26.253082,-80.27611499999999,ROOFTOP,True
Spring Of Life Care.,Miami,Miami-Dade,florida,25.7143622,-80.3799791,ROOFTOP,True
Spring Pine,Kissimmee,Osceola,florida,28.3104676,-81.4010818,GEOMETRIC_CENTER,False
Springs At Shell Point Retirement Community The,Fort Myers,Lee,florida,26.640628,-81.8723084,APPROXIMATE,True
Springs Of Lady Lake,Lady Lake,Lake,florida,28.9174855,-81.92286039999999,APPROXIMATE,True
Springwater At Waterman Village,Mount Dora,Lake,florida,28.8225555,-81.6486716,ROOFTOP,True
Springwood Court,Fort Myers,Lee,florida,26.5538889,-81.8769444,ROOFTOP,True
Sra Caridad Retirement Home Care Ii,Miami,Miami-Dade,florida,25.7408878,-80.2113859,ROOFTOP,True
Sra Caridad Retirement Home Care,Miami,Miami-Dade,florida,25.7408878,-80.2113859,ROOFTOP,True
St Anne'S Residence,Miami,Miami-Dade,florida,25.5895568,-80.3840606,ROOFTOP,True
St Augustine Plantation,Tallahassee,Leon,florida,30.4218863,-84.236728,ROOFTOP,True
St Cloud Haven Alf,Brandon,Hillsborough,florida,27.9535681,-82.2896717,ROOFTOP,True
St Db & Y Home For The Elderly.,Hialeah,Miami-Dade,florida,25.8575963,-80.2781057,APPROXIMATE,True
St Frances Assisted Living Facility,Palm Springs,Palm Beach,florida,26.6359009,-80.0961538,APPROXIMATE,True
St Francis Alf Of North Port,North Port,Sarasota,florida,27.0624726,-82.23739610000001,ROOFTOP,True
St Joseph Alf,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
St Joseph Residence.,Lauderdale Lakes,Broward,florida,26.1637711,-80.19344099999999,ROOFTOP,True
St Mark Village,Palm Harbor,Pinellas,florida,28.0796409,-82.7362484,ROOFTOP,True
St Rita'S Care Center,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
St. Jude Home Care,Miami,Miami-Dade,florida,25.7781689,-80.2768198,ROOFTOP,True
St. Mark Assisted Living Center,Palm Harbor,Pinellas,florida,28.0780718,-82.7637127,APPROXIMATE,True
Star Of Mary Adult Center,Miami,Miami-Dade,florida,25.7713307,-80.2359597,ROOFTOP,True
Starlight Alf At Deland,Deland,Volusia,florida,28.9966152,-81.27070619999999,ROOFTOP,True
Starlight Alf At Hudson,Hudson,Pasco,florida,28.3644485,-82.69343429999999,APPROXIMATE,True
Starling At Nocatee,Ponte Vedra,St. Johns,florida,30.1039006,-81.41343200000001,ROOFTOP,True
Starling At San Jose,Jacksonville,Duval,florida,30.2132929,-81.61660289999999,ROOFTOP,True
Starwell Living,Wellington,Palm Beach,florida,26.6617635,-80.2683571,APPROXIMATE,True
Staywell Alf,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Stellar Alf Ii,Miami,Miami-Dade,florida,25.7686022,-80.26408839999999,ROOFTOP,True
Stellar Alf,Miami Lakes,Miami-Dade,florida,25.9087056,-80.30866189999999,APPROXIMATE,True
Stephens Memorial Home,Saint Augustine,St. Johns,florida,29.9012437,-81.31243409999999,APPROXIMATE,True
Stepping Stones Assisted Living Facility,Madison,Madison,florida,27.6648274,-81.5157535,APPROXIMATE,True
Sterling Aventura,Aventura,Miami-Dade,florida,25.9463925,-80.1449738,ROOFTOP,True
Stevens Grandparents,Miami,Miami-Dade,florida,25.7840163,-80.23109579999999,ROOFTOP,True
Steven'S Sweet Home,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Stillwater Assisted Living Ii,Brandon,Hillsborough,florida,27.8660568,-82.2772064,GEOMETRIC_CENTER,True
Stillwater Assisted Living,Riverview,Hillsborough,florida,27.8608876,-82.2912289,ROOFTOP,True
Stirling House 1,Dunedin,Pinellas,florida,28.0119128,-82.7910188,ROOFTOP,True
Stirling House 2,Dunedin,Pinellas,florida,28.0113103,-82.7908082,ROOFTOP,True
Stone Ledge Manor,Thonotosassa,Hillsborough,florida,28.0624908,-82.2500519,ROOFTOP,True
Stratford Court Of Palm Harbor,Palm Harbor,Pinellas,florida,28.0638246,-82.7115606,ROOFTOP,True
Stratford The,Ponte Vedra Beach,St. Johns,florida,30.2400058,-81.3852595,APPROXIMATE,True
Strive At Fern Park,Fern Park,Seminole,florida,28.6535091,-81.3460922,ROOFTOP,True
Stuart Lodge,Stuart,Martin,florida,27.1870001,-80.2357801,ROOFTOP,True
Suany'S Home,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Suarez Resident.,Miami,Miami-Dade,florida,25.7407222,-80.2128697,ROOFTOP,True
Success Care Ii,Wesley Chapel,Pasco,florida,28.1786942,-82.3309249,ROOFTOP,True
Success Care Services,Wesley Chapel,Pasco,florida,28.1786942,-82.3309249,ROOFTOP,True
Sugarmill Manor,Homosassa,Citrus,florida,28.7315063,-82.551361,ROOFTOP,True
Suite Living Alf,Spring Hill,Hernando,florida,28.4831682,-82.5369872,APPROXIMATE,True
Summer Time Alf.,Winter Park,Orange,florida,28.6068508,-81.38531780000001,ROOFTOP,True
Summer Vista Assisted Living Community,Pensacola,Escambia,florida,30.4639241,-87.1751702,ROOFTOP,True
Summerfield Suites Alf,Summerfield,Marion,florida,28.9686523,-81.9712517,ROOFTOP,True
Summerhaven Assisted Living,Debary,Volusia,florida,28.9030078,-81.2802036,ROOFTOP,True
Summer'S Landing,Lynn Haven,Bay,florida,30.2487542,-85.64930509999999,ROOFTOP,True
Summer'S Rain Alf,Boynton Beach,Palm Beach,florida,26.5317866,-80.0905465,APPROXIMATE,True
Summerville Homes,Miramar,Broward,florida,25.9825261,-80.2452342,ROOFTOP,True
Summit Of Winter Garden The,Winter Garden,Orange,florida,28.5354189,-81.58577679999999,ROOFTOP,True
Sumter Place In The Villages,The Villages,Sumter,florida,28.9164957,-81.92001169999999,ROOFTOP,True
Sun Bay Manor,Miami,Miami-Dade,florida,25.6324083,-80.3363871,ROOFTOP,True
Sun Bay Manor Ii,Miami,Miami-Dade,florida,25.6324083,-80.3363871,ROOFTOP,True
Sun City Senior Living,Ruskin,Hillsborough,florida,27.716426,-82.3705738,ROOFTOP,True
Sun Coast Residential Care.,Hallandale Beach,Broward,florida,25.9756586,-80.15882309999999,ROOFTOP,True
Sun Coast Retreat,New Port Richey,Pasco,florida,28.2605461,-82.6795566,ROOFTOP,True
Sun Towers Retirement Community,Sun City Center,Hillsborough,florida,27.7107122,-82.356444,ROOFTOP,True
Sun Village Homes,Hialeah,Miami-Dade,florida,25.8495482,-80.30946759999999,ROOFTOP,True
Sunflower Alf,Miami Lakes,Miami-Dade,florida,25.9087056,-80.30866189999999,APPROXIMATE,True
Sunflower Home Care,Hialeah Gardens,Miami-Dade,florida,25.8650961,-80.3244957,APPROXIMATE,True
Sunflower Senior Living,Tamarac,Broward,florida,26.2128609,-80.2497707,APPROXIMATE,True
Sunflower Springs At Trinity,Trinity,Pasco,florida,28.1914121,-82.6800172,ROOFTOP,True
Sunflower Springs,Homosassa,Citrus,florida,28.7964248,-82.5782791,ROOFTOP,True
Sunflower'S Village Alf,Miami,Miami-Dade,florida,25.7686022,-80.26408839999999,ROOFTOP,True
Sunniland Assisted Living Facility,Sarasota,Sarasota,florida,27.2856545,-82.4837833,ROOFTOP,True
Sunny Bower,Bradenton,Manatee,florida,27.5136477,-82.632919,ROOFTOP,True
Sunny Day Health Services,Miami,Miami-Dade,florida,25.6187847,-80.38060970000001,ROOFTOP,True
Sunny Days Assisted Living Facility,Hollywood,Broward,florida,26.0219832,-80.1449205,ROOFTOP,True
Sunny Days Retirement Home,Apopka,Orange,florida,28.6543046,-81.4659465,ROOFTOP,True
Sunny Hills Alf Of Homestead,Princeton,Miami-Dade,florida,25.5312891,-80.4089523,ROOFTOP,True
Sunny Hills Alf Of Sebring,Sebring,Highlands,florida,27.4693036,-81.4367848,ROOFTOP,True
Sunny Residence,Miramar,Broward,florida,25.9918341,-80.26386459999999,ROOFTOP,True
Sunny Ridge Retirement & Assisted Living Facility,Deland,Volusia,florida,29.0205713,-81.3403342,ROOFTOP,True
Sunny Vista Assisted Living Facility,Tampa,Hillsborough,florida,28.0220128,-82.4506279,ROOFTOP,True
Sunnyside Manor,Sarasota,Sarasota,florida,27.310993,-82.528943,GEOMETRIC_CENTER,True
Sunrise Adult Care,Lake Worth,Palm Beach,florida,26.6165264,-80.1077213,ROOFTOP,True
Sunrise Community Of Northeast Florida.,Daytona Beach,Volusia,florida,29.2204018,-81.0718436,ROOFTOP,True
Sunrise Gardens Of Dunedin,Dunedin,Pinellas,florida,28.0192911,-82.784246,ROOFTOP,True
Sunrise Of Boynton Beach,Boynton Beach,Palm Beach,florida,26.5191135,-80.1481931,ROOFTOP,True
Sunrise Of Jacksonville,Jacksonville,Duval,florida,30.2480516,-81.5850901,ROOFTOP,True
Sunrise Reserve Of Naples Corp,Naples,Collier,florida,26.326652,-81.5390523,ROOFTOP,True
Sunrise Retirement Home,Orlando,Orange,florida,28.5368004,-81.3463401,GEOMETRIC_CENTER,True
Sunscape Daytona Beach,Daytona Beach,Volusia,florida,29.199162,-81.08518099999999,ROOFTOP,True
Sunset Harbor Assisted Living,Tarpon Springs,Pinellas,florida,28.1510995,-82.7682775,ROOFTOP,True
Sunset Loving Care Ii,Miami,Miami-Dade,florida,25.7772788,-80.20645309999999,ROOFTOP,True
Sunset Loving Care,Miami,Miami-Dade,florida,25.7772788,-80.20645309999999,ROOFTOP,True
Sunset Retirement Home,Hialeah,Miami-Dade,florida,25.8575963,-80.2781057,APPROXIMATE,True
Sunset Senior Care Of Miami.,Miami,Miami-Dade,florida,25.7011457,-80.3525161,ROOFTOP,True
Sunset West Assisted Living,Miami,Miami-Dade,florida,25.701371,-80.335365,GEOMETRIC_CENTER,True
Sunset Yr2,Hialeah,Miami-Dade,florida,25.8575963,-80.2781057,APPROXIMATE,True
Sunshine Adult Center #2,Hialeah,Miami-Dade,florida,25.8331958,-80.2849833,ROOFTOP,True
Sunshine Adult Center Corp.,Hialeah,Miami-Dade,florida,25.8331958,-80.2849833,ROOFTOP,True
Sunshine Alf Corp,West Palm Beach,Palm Beach,florida,26.7153424,-80.0533746,APPROXIMATE,True
Sunshine Assisted Living Home Care Facility,Cape Coral,Lee,florida,26.6082653,-81.9440453,ROOFTOP,True
Sunshine Assisted Living,Coral Springs,Broward,florida,26.271192,-80.2706044,APPROXIMATE,True
Sunshine Christian Homes,Holiday,Pasco,florida,28.2018529,-82.72689129999999,ROOFTOP,True
Sunshine Eldercare Of Miami Lakes,Miami Lakes,Miami-Dade,florida,25.9087056,-80.30866189999999,APPROXIMATE,True
Sunshine Elderly Residences Corp,Hialeah,Miami-Dade,florida,25.8714824,-80.32600049999999,ROOFTOP,True
Sunshine Family Alf,Port Saint Lucie,St. Lucie,florida,27.2730492,-80.3582261,APPROXIMATE,True
Sunshine Harbor Assisted Living Facility,Port Charlotte,Charlotte,florida,26.9761707,-82.09064479999999,APPROXIMATE,True
Sunshine Home Alf.,Hialeah,Miami-Dade,florida,25.8743823,-80.26956469999999,ROOFTOP,True
Sunshine Love Alf,Cape Coral,Lee,florida,26.5980585,-81.9900311,ROOFTOP,True
Sunshine Manor,Plant City,Hillsborough,florida,28.055148,-82.138353,ROOFTOP,True
Sunshine Senior Care Services,Pembroke Pines,Broward,florida,26.007765,-80.2962555,APPROXIMATE,True
Sunshine Senior Living,Dunedin,Pinellas,florida,28.04835,-82.7582054,ROOFTOP,True
Superior Alf,Homestead,Miami-Dade,florida,25.4988966,-80.4307614,ROOFTOP,True
Superior Care Ii,Tamarac,Broward,florida,26.2128609,-80.2497707,APPROXIMATE,True
Superior Care.,Coral Springs,Broward,florida,26.271192,-80.2706044,APPROXIMATE,True
Superior Living,Port Saint Lucie,St. Lucie,florida,27.3197332,-80.3329519,ROOFTOP,True
Superior Residences At Cala Hills,Ocala,Marion,florida,29.1660866,-82.1584098,ROOFTOP,True
Superior Residences Of Brandon Memory Care,Brandon,Hillsborough,florida,27.9083257,-82.31755629999999,ROOFTOP,True
Superior Residences Of Clermont,Clermont,Lake,florida,28.5507837,-81.7264119,ROOFTOP,True
Superior Residences Of Lecanto,Lecanto,Citrus,florida,28.8717486,-82.513415,ROOFTOP,True
Superior Residences Of Niceville,Niceville,Okaloosa,florida,30.5304611,-86.4616484,ROOFTOP,True
Superior Residences Of Panama City Beach,Panama City Beach,Bay,florida,30.1918092,-85.81260979999999,ROOFTOP,True
Swan At Lake Conway Alf,Orlando,Orange,florida,28.4704001,-81.3481917,APPROXIMATE,True
Swankridge,Homestead,Miami-Dade,florida,25.4687224,-80.4775569,GEOMETRIC_CENTER,True
Swankridge.,Homestead,Miami-Dade,florida,25.4687224,-80.4775569,GEOMETRIC_CENTER,True
Sweet Care Corp,Miami,Miami-Dade,florida,25.7631928,-80.3104592,ROOFTOP,True
Sweet Dreams Alf,Miami,Miami-Dade,florida,25.7686022,-80.26408839999999,ROOFTOP,True
Sweet Garden Alf Corp,Orlando,Orange,florida,28.5383832,-81.3789269,APPROXIMATE,True
Sweet Heart Alf,Miami,Miami-Dade,florida,25.7686022,-80.26408839999999,ROOFTOP,True
Sweet Home Assisting Living Corp,Orlando,Orange,florida,28.5383832,-81.3789269,APPROXIMATE,True
Sweet Home At Last,Deltona,Volusia,florida,28.9080106,-81.2644506,ROOFTOP,True
Sweet Home Of Tampa Alf,Tampa,Hillsborough,florida,28.0590904,-82.4632295,ROOFTOP,True
Sweet Living Facility.,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Sweet Mansion Alf,Homestead,Miami-Dade,florida,25.4988966,-80.4307614,ROOFTOP,True
Sweet Paradise Elderly Home.,Hialeah,Miami-Dade,florida,25.8575963,-80.2781057,APPROXIMATE,True
Sweet Retirement Alf,Miami Gardens,Miami-Dade,florida,25.9399252,-80.28288900000001,ROOFTOP,True
Sweet Water At Largo,Largo,Pinellas,florida,27.879697,-82.79429569999999,ROOFTOP,True
Sweet Water Of Orlando,Orlando,Orange,florida,28.6311863,-81.4142394,ROOFTOP,True
Sweetest Home (The),Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Sylvia'S Senior Home,Miami,Miami-Dade,florida,25.5527799,-80.38707699999999,ROOFTOP,True
Symphony At Delray Beach,Delray Beach,Palm Beach,florida,26.4562668,-80.11991479999999,ROOFTOP,True
Symphony At St Augustine,Saint Augustine,St. Johns,florida,29.9181149,-81.35755809999999,ROOFTOP,True
Symphony At Stuart,Stuart,Martin,florida,27.1464167,-80.2332641,ROOFTOP,True
T J Smith And D Goodrich Center,Winter Haven,Polk,florida,28.0222435,-81.7328567,APPROXIMATE,True
T&V Assisted Living Facilty,Palm Bay,Brevard,florida,28.0344621,-80.5886646,APPROXIMATE,True
Tadeos Alf Corp,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Talaya Alf,Miami,Miami-Dade,florida,25.7686022,-80.26408839999999,ROOFTOP,True
Talia Alf.,Miami,Miami-Dade,florida,25.7686022,-80.26408839999999,ROOFTOP,True
Tambolina Services Community Resident Home,Jacksonville,Duval,florida,30.3377656,-81.5889128,ROOFTOP,True
Tamiami Lakes Montblanc Alf Corp,Miami,Miami-Dade,florida,25.7646861,-80.2552715,GEOMETRIC_CENTER,True
Tampa Gardens Senior Living,Tampa,Hillsborough,florida,28.109484,-82.503829,ROOFTOP,True
Tania Home Health Alf,Miami,Miami-Dade,florida,25.6344586,-80.4338451,ROOFTOP,True
Tapestry Senior Living Of Tallahassee,Tallahassee,Leon,florida,30.478509,-84.3030872,GEOMETRIC_CENTER,True
Tbi Residential Services,Tarpon Springs,Pinellas,florida,28.1534487,-82.71381149999999,ROOFTOP,True
Tender At Heart Assisted Living Facility,Palm Bay,Brevard,florida,28.0179019,-80.7252986,ROOFTOP,True
Tender At Heart I Assisted Living Facility,Palm Bay,Brevard,florida,28.0179019,-80.7252986,ROOFTOP,True
Tender Care Alf,Fort Lauderdale,Broward,florida,26.1127168,-80.1786171,ROOFTOP,True
Tender Care At Westford Drive,Apopka,Orange,florida,28.7349677,-81.5121192,GEOMETRIC_CENTER,True
Tender Care,Ocoee,Orange,florida,28.5691677,-81.5439619,APPROXIMATE,True
Tender Loving Care Alf,Miami,Miami-Dade,florida,25.7543354,-80.222331,ROOFTOP,True
Tequesta Terrace,Tequesta,Palm Beach,florida,26.9646577,-80.0859244,ROOFTOP,True
Teresita Alf,Miami,Miami-Dade,florida,25.7686022,-80.26408839999999,ROOFTOP,True
Terracina Grand,Naples,Collier,florida,26.139753,-81.72944129999999,ROOFTOP,True
Tgl Residence Alf,Miami,Miami-Dade,florida,25.8354333,-80.3243607,ROOFTOP,True
The Acacia At Mease Life,Dunedin,Pinellas,florida,28.014905,-82.78079140000001,ROOFTOP,True
The Angel'S Age Ii,Miami,Miami-Dade,florida,25.7615536,-80.32735989999999,ROOFTOP,True
The Arc Of Putnam County,Palatka,Putnam,florida,29.6485801,-81.6375819,APPROXIMATE,True
The Arc Of Putnam County,Palatka,Putnam,florida,29.6485801,-81.6375819,APPROXIMATE,True
The Arc Of Putnam County,Palatka,Putnam,florida,29.6485801,-81.6375819,APPROXIMATE,True
The Baybrook At Largo,Largo,Pinellas,florida,27.9100713,-82.7629666,ROOFTOP,True
The Beacon At Gulf Breeze,Gulf Breeze,Santa Rosa,florida,30.3947964,-87.0390011,ROOFTOP,True
The Best Alf,Spring Hill,Hernando,florida,28.5111386,-82.5305776,ROOFTOP,True
The Blake At Lpga,Daytona Beach,Volusia,florida,29.2265319,-81.093048,ROOFTOP,True
The Blake At Pensacola Operating Company,Pensacola,Escambia,florida,30.4816671,-87.226081,ROOFTOP,True
The Blake At Viera,Melbourne,Brevard,florida,28.262254,-80.73510569999999,ROOFTOP,False
The Brennity At Tradition,Port St Lucie,St. Lucie,florida,27.2667103,-80.4549712,ROOFTOP,True
The Brennity At Vero Beach,Vero Beach,Indian River,florida,27.6331966,-80.4897512,ROOFTOP,True
The Bridge At Inverrary,Lauderhill,Broward,florida,26.1773819,-80.2214934,ROOFTOP,True
The Broadmoor Alf,Fort Pierce,St. Lucie,florida,27.4002685,-80.3221054,ROOFTOP,True
The Cabana At Jensen Dunes,Jensen Beach,Martin,florida,27.2381936,-80.22911049999999,ROOFTOP,True
The Camellia At Gulf Breeze,Gulf Breeze,Santa Rosa,florida,30.3561066,-87.1643771,ROOFTOP,True
The Canopy At Hickory Creek,Titusville,Brevard,florida,28.556851,-80.837918,ROOFTOP,True
The Capstone At Royal Palm,Royal Palm Beach,Palm Beach,florida,26.7102711,-80.2129793,ROOFTOP,True
The Carlisle Assisted Living And Memory Care,Lantana,Palm Beach,florida,26.584579,-80.04022259999999,ROOFTOP,True
The Clair Winston House,Macclenny,Baker,florida,30.2845667,-82.1248073,ROOFTOP,True
The Club At Boynton Beach,Boynton Beach,Palm Beach,florida,26.5221002,-80.05860080000001,ROOFTOP,True
The Collier At Naples,Naples,Collier,florida,26.1420358,-81.7948103,APPROXIMATE,False
The Colonnade At Carrollwood,Tampa,Hillsborough,florida,28.0700506,-82.518355,ROOFTOP,True
The Colonnade At Northdale,Tampa,Hillsborough,florida,28.0855162,-82.49948189999999,ROOFTOP,True
The Colony Club Alf,Sunrise,Broward,florida,26.1714401,-80.2682189,ROOFTOP,True
The Connie House Alf,Boynton Beach,Palm Beach,florida,26.5317866,-80.0905465,APPROXIMATE,True
The Country Cottage,Cantonment,Escambia,florida,30.6053644,-87.34464919999999,APPROXIMATE,True
The Court At Palm Aire,Pompano Beach,Broward,florida,26.2286051,-80.1601852,ROOFTOP,True
The Courtyard At Granada,Kissimmee,Osceola,florida,28.2272217,-81.4189269,ROOFTOP,True
The Cove At Marsh Landing,Jacksonville Beach,Duval,florida,30.2534449,-81.4039674,ROOFTOP,True
The Cove At Tavares Village,Tavares,Lake,florida,28.7880876,-81.76248079999999,ROOFTOP,True
The Dolphin House Assisted Living Facility,Seminole,Pinellas,florida,27.8608081,-82.8243865,ROOFTOP,True
The Ebenezer Alf Ii,Lehigh Acres,Lee,florida,26.6253497,-81.6248026,APPROXIMATE,True
The Eden Inn Alf,Fort Lauderdale,Broward,florida,26.0963834,-80.13650249999999,ROOFTOP,True
The Elite Alf At Cape Coral,Cape Coral,Lee,florida,26.5628537,-81.9495331,APPROXIMATE,True
The Elite Alf At Naples,Naples,Collier,florida,26.14131,-81.8015242,ROOFTOP,True
The Elite Manor,Boca Raton,Palm Beach,florida,26.344143,-80.18152599999999,ROOFTOP,True
The England'S Place,Hollywood,Broward,florida,26.0112014,-80.1494901,APPROXIMATE,True
The Fairways At Naples,Naples,Collier,florida,26.1831656,-81.76756360000002,ROOFTOP,True
The Forum At Deer Creek,Deerfield Beach,Broward,florida,26.3212869,-80.1450674,ROOFTOP,True
The Fountains Of Hope,Sarasota,Sarasota,florida,27.3501104,-82.4434306,ROOFTOP,True
The Gallery At Cape Coral,Cape Coral,Lee,florida,26.6105049,-82.0067416,ROOFTOP,True
The Gallery At Port Orange,Port Orange,Volusia,florida,29.074995,-81.0244445,ROOFTOP,True
The Garden Of Health,Fort Lauderdale,Broward,florida,26.1962685,-80.1208461,ROOFTOP,True
The Gardens Assisted Living & Memory Care,Crystal River,Citrus,florida,28.902479,-82.59260119999999,APPROXIMATE,True
The Gardens At Parkwood.,Coral Springs,Broward,florida,26.2726031,-80.23650459999999,ROOFTOP,True
The Gardens Of Lake Alfred,Lake Alfred,Polk,florida,28.0942543,-81.7277462,ROOFTOP,True
The Gardens Of Port St Lucie,Port Saint Lucie,St. Lucie,florida,27.2875285,-80.2990872,ROOFTOP,True
The Glades At Championsgate,Champions Gate,Polk,florida,28.257965,-81.6225171,ROOFTOP,True
The Golden Years Group Corp.,Miami,Miami-Dade,florida,25.8224051,-80.31977049999999,ROOFTOP,True
The Goldton At St. Petersburg,Saint Petersburg,Pinellas,florida,27.8086764,-82.73176219999999,ROOFTOP,True
The Grande,Brooksville,Hernando,florida,28.5528911,-82.3987437,ROOFTOP,True
The Grove At Canopy,Tallahassee,Leon,florida,30.4838504,-84.22331229999999,ROOFTOP,True
The Harbor House Of Ocala,Dunnellon,Marion,florida,29.0527725,-82.3200912,ROOFTOP,True
The Harmony House Of Ocala,Ocala,Marion,florida,29.1297671,-82.218778,ROOFTOP,True
The Heritage At Delray,Delray Beach,Palm Beach,florida,26.4605069,-80.1376246,ROOFTOP,True
